"filename", "language", "JavaScript", "HTML", "Markdown", "JavaScript JSX", "XML", "SCSS", "JSON", "CSS", "comment", "blank", "total"
"c:\Users\Igor\Downloads\Randolympics\src\components\MyAccount\WarningPassportMessage.jsx", "JavaScript JSX", 0, 0, 0, 68, 0, 0, 0, 0, 1, 12, 81
"c:\Users\Igor\Downloads\Randolympics\src\components\Navbar.jsx", "JavaScript JSX", 0, 0, 0, 484, 0, 0, 0, 0, 41, 56, 581
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarClean.jsx", "JavaScript JSX", 0, 0, 0, 24, 0, 0, 0, 0, 0, 9, 33
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarHome.jsx", "JavaScript JSX", 0, 0, 0, 138, 0, 0, 0, 0, 1, 28, 167
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarHomeCollapsed.jsx", "JavaScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 2, 74, 139
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarHome\BeliefsDropDownMenu.jsx", "JavaScript JSX", 0, 0, 0, 39, 0, 0, 0, 0, 4, 58, 101
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarHome\EconomicsDropDownMenu.jsx", "JavaScript JSX", 0, 0, 0, 44, 0, 0, 0, 0, 2, 41, 87
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarHome\SportsDropDownMenu.jsx", "JavaScript JSX", 0, 0, 0, 255, 0, 0, 0, 0, 2, 98, 355
"c:\Users\Igor\Downloads\Randolympics\src\components\NavbarOld.jsx", "JavaScript JSX", 0, 0, 0, 41, 0, 0, 0, 0, 3, 20, 64
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\Economics\CreateEconomicsPost.jsx", "JavaScript JSX", 0, 0, 0, 270, 0, 0, 0, 0, 19, 177, 466
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\Economics\EconomicsDetails.jsx", "JavaScript JSX", 0, 0, 0, 521, 0, 0, 0, 0, 36, 81, 638
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\Economics\EconomicsList.jsx", "JavaScript JSX", 0, 0, 0, 91, 0, 0, 0, 0, 0, 85, 176
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\Economics\ItemEconomicsList.jsx", "JavaScript JSX", 0, 0, 0, 40, 0, 0, 0, 0, 0, 31, 71
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\NewsAdmin.jsx", "JavaScript JSX", 0, 0, 0, 124, 0, 0, 0, 0, 6, 101, 231
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\News\CreateNewsPost.jsx", "JavaScript JSX", 0, 0, 0, 270, 0, 0, 0, 0, 21, 169, 460
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\News\ItemNewsList.jsx", "JavaScript JSX", 0, 0, 0, 40, 0, 0, 0, 0, 1, 9, 50
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\News\NewsDetails.jsx", "JavaScript JSX", 0, 0, 0, 521, 0, 0, 0, 0, 28, 82, 631
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\News\NewsGamesList.jsx", "JavaScript JSX", 0, 0, 0, 91, 0, 0, 0, 0, 0, 77, 168
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\UpcomingGames\CreateUpcomingPost.jsx", "JavaScript JSX", 0, 0, 0, 270, 0, 0, 0, 0, 21, 157, 448
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\UpcomingGames\GameDetails.jsx", "JavaScript JSX", 0, 0, 0, 478, 0, 0, 0, 0, 31, 281, 790
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\UpcomingGames\ItemUpcomingGamesList.jsx", "JavaScript JSX", 0, 0, 0, 40, 0, 0, 0, 0, 1, 18, 59
"c:\Users\Igor\Downloads\Randolympics\src\components\NewsAdmin\UpcomingGames\UpcomingGamesList.jsx", "JavaScript JSX", 0, 0, 0, 91, 0, 0, 0, 0, 0, 69, 160
"c:\Users\Igor\Downloads\Randolympics\src\components\News\Economics\DetailsNewsEconomics.jsx", "JavaScript JSX", 0, 0, 0, 111, 0, 0, 0, 0, 2, 32, 145
"c:\Users\Igor\Downloads\Randolympics\src\components\News\Economics\EconomicsNewsBlock.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 1, 28, 45
"c:\Users\Igor\Downloads\Randolympics\src\components\News\Economics\ItemEconomicsNewsBlock.jsx", "JavaScript JSX", 0, 0, 0, 79, 0, 0, 0, 0, 0, 20, 99
"c:\Users\Igor\Downloads\Randolympics\src\components\News\Economics\ReadMoreNewsEconomics.jsx", "JavaScript JSX", 0, 0, 0, 109, 0, 0, 0, 0, 0, 23, 132
"c:\Users\Igor\Downloads\Randolympics\src\components\News\NewsBlock\DetailsNewsBlock.jsx", "JavaScript JSX", 0, 0, 0, 111, 0, 0, 0, 0, 7, 45, 163
"c:\Users\Igor\Downloads\Randolympics\src\components\News\NewsBlock\ItemNewsNewsBlock.jsx", "JavaScript JSX", 0, 0, 0, 79, 0, 0, 0, 0, 0, 18, 97
"c:\Users\Igor\Downloads\Randolympics\src\components\News\NewsBlock\NewsNewsBlock.jsx", "JavaScript JSX", 0, 0, 0, 93, 0, 0, 0, 0, 3, 21, 117
"c:\Users\Igor\Downloads\Randolympics\src\components\News\NewsBlock\ReadMoreNewsNewsBlock.jsx", "JavaScript JSX", 0, 0, 0, 106, 0, 0, 0, 0, 0, 26, 132
"c:\Users\Igor\Downloads\Randolympics\src\components\News\UpcomingGames\DetailsUpcomingGames.jsx", "JavaScript JSX", 0, 0, 0, 111, 0, 0, 0, 0, 2, 31, 144
"c:\Users\Igor\Downloads\Randolympics\src\components\News\UpcomingGames\ReadMoreUpcomingGames.jsx", "JavaScript JSX", 0, 0, 0, 106, 0, 0, 0, 0, 0, 25, 131
"c:\Users\Igor\Downloads\Randolympics\src\components\News\UpcomingGames\UpcomingGames.jsx", "JavaScript JSX", 0, 0, 0, 108, 0, 0, 0, 0, 3, 131, 242
"c:\Users\Igor\Downloads\Randolympics\src\components\Payments\DonationForm.jsx", "JavaScript JSX", 0, 0, 0, 84, 0, 0, 0, 0, 12, 36, 132
"c:\Users\Igor\Downloads\Randolympics\src\components\Payments\DonationFormItemCampaign.jsx", "JavaScript JSX", 0, 0, 0, 81, 0, 0, 0, 0, 13, 42, 136
"c:\Users\Igor\Downloads\Randolympics\src\components\Payments\DonationInput.jsx", "JavaScript JSX", 0, 0, 0, 58, 0, 0, 0, 0, 4, 15, 77
"c:\Users\Igor\Downloads\Randolympics\src\components\Payments\StripeForm.jsx", "JavaScript JSX", 0, 0, 0, 85, 0, 0, 0, 0, 4, 29, 118
"c:\Users\Igor\Downloads\Randolympics\src\components\Randomize.jsx", "JavaScript JSX", 0, 0, 0, 919, 0, 0, 0, 0, 258, 201, 1378
"c:\Users\Igor\Downloads\Randolympics\src\components\Randomize\RandomizeItem.jsx", "JavaScript JSX", 0, 0, 0, 21, 0, 0, 0, 0, 7, 8, 36
"c:\Users\Igor\Downloads\Randolympics\src\components\Supporters\HorizontalLinearAlternativeLabelStepper.jsx", "JavaScript JSX", 0, 0, 0, 45, 0, 0, 0, 0, 0, 4, 49
"c:\Users\Igor\Downloads\Randolympics\src\components\Supporters\PaymentPage.jsx", "JavaScript JSX", 0, 0, 0, 163, 0, 0, 0, 0, 27, 48, 238
"c:\Users\Igor\Downloads\Randolympics\src\components\Supporters\WarningTextPopup.jsx", "JavaScript JSX", 0, 0, 0, 52, 0, 0, 0, 0, 0, 20, 72
"c:\Users\Igor\Downloads\Randolympics\src\context\AuthContext.jsx", "JavaScript JSX", 0, 0, 0, 89, 0, 0, 0, 0, 12, 54, 155
"c:\Users\Igor\Downloads\Randolympics\src\context\supportedCountry.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7
"c:\Users\Igor\Downloads\Randolympics\src\context\user_types.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 18, 47
"c:\Users\Igor\Downloads\Randolympics\src\functions\capturePayment.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\Igor\Downloads\Randolympics\src\functions\createPaymentIntent.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 10, 21, 59
"c:\Users\Igor\Downloads\Randolympics\src\hooks\useCapturePayment.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Igor\Downloads\Randolympics\src\hooks\useCreatePaymentIntent.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 1, 6, 13
"c:\Users\Igor\Downloads\Randolympics\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 19, 1, 15, 35
"c:\Users\Igor\Downloads\Randolympics\src\main.jsx", "JavaScript JSX", 0, 0, 0, 27, 0, 0, 0, 0, 24, 8, 59
"c:\Users\Igor\Downloads\Randolympics\src\pages\AboutUs.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 0, 7, 24
"c:\Users\Igor\Downloads\Randolympics\src\pages\Campaign.jsx", "JavaScript JSX", 0, 0, 0, 506, 0, 0, 0, 0, 27, 73, 606
"c:\Users\Igor\Downloads\Randolympics\src\pages\Competitions.jsx", "JavaScript JSX", 0, 0, 0, 22, 0, 0, 0, 0, 0, 7, 29
"c:\Users\Igor\Downloads\Randolympics\src\pages\CompetitionsDetails.jsx", "JavaScript JSX", 0, 0, 0, 95, 0, 0, 0, 0, 2, 22, 119
"c:\Users\Igor\Downloads\Randolympics\src\pages\ContactUs.jsx", "JavaScript JSX", 0, 0, 0, 38, 0, 0, 0, 0, 3, 14, 55
"c:\Users\Igor\Downloads\Randolympics\src\pages\Contact\ContactUsForm.jsx", "JavaScript JSX", 0, 0, 0, 125, 0, 0, 0, 0, 2, 23, 150
"c:\Users\Igor\Downloads\Randolympics\src\pages\FAQPage.jsx", "JavaScript JSX", 0, 0, 0, 11, 0, 0, 0, 0, 0, 9, 20
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home.jsx", "JavaScript JSX", 0, 0, 0, 89, 0, 0, 0, 0, 58, 61, 208
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\EconomicsBroadcastingHome.jsx", "JavaScript JSX", 0, 0, 0, 128, 0, 0, 0, 0, 0, 209, 337
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\EconomicsSponsorshipHome.jsx", "JavaScript JSX", 0, 0, 0, 114, 0, 0, 0, 0, 0, 199, 313
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\EconomiscLoansHome.jsx", "JavaScript JSX", 0, 0, 0, 96, 0, 0, 0, 0, 0, 138, 234
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\FifthScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 107, 0, 0, 0, 0, 61, 55, 223
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\FifthScreenHomeOld.jsx", "JavaScript JSX", 0, 0, 0, 81, 0, 0, 0, 0, 19, 28, 128
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\FifthScreenHomeOld2.jsx", "JavaScript JSX", 0, 0, 0, 81, 0, 0, 0, 0, 19, 28, 128
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\FifthScreenHomeOld3.jsx", "JavaScript JSX", 0, 0, 0, 81, 0, 0, 0, 0, 19, 28, 128
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\FirstScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 75, 0, 0, 0, 0, 5, 49, 129
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\FourthScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 1, 37, 143
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SearchForUsers.jsx", "JavaScript JSX", 0, 0, 0, 177, 0, 0, 0, 0, 18, 56, 251
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SecondScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 74, 0, 0, 0, 0, 25, 31, 130
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SecondScreenHome2.jsx", "JavaScript JSX", 0, 0, 0, 62, 0, 0, 0, 0, 25, 29, 116
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SecondScreenHome3.jsx", "JavaScript JSX", 0, 0, 0, 62, 0, 0, 0, 0, 25, 31, 118
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SeventhScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 381, 0, 0, 0, 0, 76, 80, 537
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SixthScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 83, 0, 0, 0, 0, 22, 19, 124
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\SixthScreenHomeAnother.jsx", "JavaScript JSX", 0, 0, 0, 71, 0, 0, 0, 0, 34, 19, 124
"c:\Users\Igor\Downloads\Randolympics\src\pages\Home\ThirdScreenHome.jsx", "JavaScript JSX", 0, 0, 0, 46, 0, 0, 0, 0, 0, 20, 66
"c:\Users\Igor\Downloads\Randolympics\src\pages\JoinTeam.jsx", "JavaScript JSX", 0, 0, 0, 96, 0, 0, 0, 0, 0, 6, 102
"c:\Users\Igor\Downloads\Randolympics\src\pages\LandingPage.jsx", "JavaScript JSX", 0, 0, 0, 291, 0, 0, 0, 0, 27, 43, 361
"c:\Users\Igor\Downloads\Randolympics\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 308, 0, 0, 0, 0, 16, 70, 394
"c:\Users\Igor\Downloads\Randolympics\src\pages\MyAccount.jsx", "JavaScript JSX", 0, 0, 0, 257, 0, 0, 0, 0, 7, 56, 320
"c:\Users\Igor\Downloads\Randolympics\src\pages\News.jsx", "JavaScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 13, 8, 44
"c:\Users\Igor\Downloads\Randolympics\src\pages\PageNotFound.jsx", "JavaScript JSX", 0, 0, 0, 26, 0, 0, 0, 0, 0, 14, 40
"c:\Users\Igor\Downloads\Randolympics\src\pages\Register.jsx", "JavaScript JSX", 0, 0, 0, 883, 0, 0, 0, 0, 130, 164, 1177
"c:\Users\Igor\Downloads\Randolympics\src\pages\Supporters.jsx", "JavaScript JSX", 0, 0, 0, 692, 0, 0, 0, 0, 76, 228, 996
"c:\Users\Igor\Downloads\Randolympics\src\pages\SupportersParts\InformAdditionalSupporter.jsx", "JavaScript JSX", 0, 0, 0, 95, 0, 0, 0, 0, 0, 10, 105
"c:\Users\Igor\Downloads\Randolympics\src\pages\SupportersParts\SupporterFifthPart.jsx", "JavaScript JSX", 0, 0, 0, 112, 0, 0, 0, 0, 1, 15, 128
"c:\Users\Igor\Downloads\Randolympics\src\pages\SupportersParts\SupporterFirstPart.jsx", "JavaScript JSX", 0, 0, 0, 82, 0, 0, 0, 0, 78, 12, 172
"c:\Users\Igor\Downloads\Randolympics\src\pages\SupportersParts\SupporterFourthPart.jsx", "JavaScript JSX", 0, 0, 0, 310, 0, 0, 0, 0, 33, 79, 422
"c:\Users\Igor\Downloads\Randolympics\src\pages\SupportersParts\SupporterSecondPart.jsx", "JavaScript JSX", 0, 0, 0, 882, 0, 0, 0, 0, 21, 97, 1000
"c:\Users\Igor\Downloads\Randolympics\src\pages\SupportersParts\SupporterThirdPart.jsx", "JavaScript JSX", 0, 0, 0, 313, 0, 0, 0, 0, 5, 54, 372
"c:\Users\Igor\Downloads\Randolympics\src\pages\ToS.jsx", "JavaScript JSX", 0, 0, 0, 232, 0, 0, 0, 0, 0, 28, 260
"c:\Users\Igor\Downloads\Randolympics\src\styles\blogPosts.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 12, 0, 0, 0, 17, 29
"c:\Users\Igor\Downloads\Randolympics\src\styles\campaign.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 15, 0, 0, 5, 20, 40
"c:\Users\Igor\Downloads\Randolympics\src\styles\editprofile.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 34, 0, 0, 23, 40, 97
"c:\Users\Igor\Downloads\Randolympics\src\styles\elections.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 60, 0, 0, 4, 28, 92
"c:\Users\Igor\Downloads\Randolympics\src\styles\footer.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 38, 0, 0, 4, 9, 51
"c:\Users\Igor\Downloads\Randolympics\src\styles\headermyprofile.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 34, 0, 0, 25, 32, 91
"c:\Users\Igor\Downloads\Randolympics\src\styles\home.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 264, 0, 0, 97, 205, 566
"c:\Users\Igor\Downloads\Randolympics\src\styles\landingPage.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 41, 0, 0, 5, 13, 59
"c:\Users\Igor\Downloads\Randolympics\src\styles\login.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 13, 0, 0, 0, 12, 25
"c:\Users\Igor\Downloads\Randolympics\src\styles\myaccount.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 39, 0, 0, 10, 27, 76
"c:\Users\Igor\Downloads\Randolympics\src\styles\navbar.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 22, 0, 0, 0, 5, 27
"c:\Users\Igor\Downloads\Randolympics\src\styles\navbarHome.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 202, 0, 0, 76, 181, 459
"c:\Users\Igor\Downloads\Randolympics\src\styles\news.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 38, 0, 0, 1, 10, 49
"c:\Users\Igor\Downloads\Randolympics\src\styles\passverify.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 11, 0, 0, 11, 14, 36
"c:\Users\Igor\Downloads\Randolympics\src\styles\randomize.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 16, 0, 0, 20, 20, 56
"c:\Users\Igor\Downloads\Randolympics\src\styles\register.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 7
"c:\Users\Igor\Downloads\Randolympics\src\styles\supporters.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 79, 0, 0, 6, 77, 162
"c:\Users\Igor\Downloads\Randolympics\src\themes\theme.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Igor\Downloads\Randolympics\src\utils\PrivateRoute.jsx", "JavaScript JSX", 0, 0, 0, 8, 0, 0, 0, 0, 0, 7, 15
"c:\Users\Igor\Downloads\Randolympics\tailwind.config.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 1, 22, 48
"c:\Users\Igor\Downloads\Randolympics\vite.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 1, 4, 17
"Total", "-", 195, 23, 55, 24835, 1456, 921, 11316, 19, 2891, 8913, 50624